m,trajs,cluster
"7.10-48,72,38,155,214,98+7","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 1], [3259, 3], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 3], [3810, 1], [3890, 0], [3890, 3], [3889, 1], [3969, 0], [3969, 3], [3968, 1], [4048, 0], [4048, 4], [4049, 1], [4129, 0], [4129, 1], [4209, 4], [4210, 0], [4210, 4], [4211, 1], [4291, 0], [4291, 1]]",1
"7.10-48,72,38,155,214,98+8","[[4371, 2], [4291, 0], [4291, 3], [4290, 2], [4210, 0], [4210, 2], [4130, 3], [4129, 0], [4129, 2], [4049, 3], [4048, 0], [4048, 4], [4049, 2], [3969, 0], [3969, 4], [3970, 2], [3890, 0], [3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 4], [3813, 2], [3733, 0], [3733, 4], [3734, 0], [3734, 2], [3654, 4], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 2], [3178, 4], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 2], [2772, 3], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 2], [2528, 3]]",1
"7.10-48,72,38,155,214,98+9","[[2527, 1], [2607, 4], [2608, 0], [2608, 4], [2609, 4], [2610, 1], [2690, 0], [2690, 1], [2770, 4], [2771, 1], [2851, 4], [2852, 0], [2852, 4], [2853, 4], [2854, 1], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 1], [3096, 4], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,72,38,155,214,98+10","[[3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.10-48,72,38,155,214,98+11","[[3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0]]",1
"7.10-48,74,38,155,214,114+1","[[4222, 4], [4223, 2], [4143, 0], [4143, 2], [4063, 0], [4063, 4], [4064, 0], [4064, 2], [3984, 0], [3984, 4], [3985, 0], [3985, 4], [3986, 1], [4066, 0], [4066, 2], [3986, 4], [3987, 0], [3987, 2], [3907, 2], [3827, 0], [3827, 4], [3828, 0], [3828, 4], [3829, 2], [3749, 0], [3749, 2], [3669, 2], [3589, 0], [3589, 2], [3509, 2], [3429, 0], [3429, 3], [3428, 2], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 1], [3014, 3], [3013, 1], [3093, 0], [3093, 3], [3092, 3], [3091, 1], [3171, 0], [3171, 3], [3170, 0], [3170, 2], [3090, 3], [3089, 0], [3089, 3], [3088, 0], [3088, 2], [3008, 3]]",1
"7.10-48,74,38,155,214,114+2","[[3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 0], [3007, 1], [3087, 4], [3088, 0], [3088, 4], [3089, 0], [3089, 1], [3169, 4], [3170, 0], [3170, 4], [3171, 0], [3171, 4], [3172, 2], [3092, 4], [3093, 0], [3093, 2], [3013, 4], [3014, 2], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 4], [3017, 1], [3097, 0], [3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 4], [3180, 1], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,155,214,114+3","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 1], [3735, 3], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 1], [3891, 3], [3890, 0], [3890, 3], [3889, 1], [3969, 0], [3969, 3], [3968, 1], [4048, 0], [4048, 1], [4128, 4], [4129, 0], [4129, 1], [4209, 4], [4210, 0], [4210, 1], [4290, 4], [4291, 0], [4291, 1]]",1
"7.10-48,74,38,155,214,114+4","[[4371, 2], [4291, 0], [4291, 2], [4211, 3], [4210, 0], [4210, 3], [4209, 2], [4129, 0], [4129, 2], [4049, 3], [4048, 0], [4048, 4], [4049, 2], [3969, 0], [3969, 4], [3970, 2], [3890, 0], [3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 4], [3813, 2], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 4], [3338, 2], [3258, 0], [3258, 2], [3178, 4], [3179, 0], [3179, 4], [3180, 1], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,155,214,114+5","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 1], [3735, 3], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 3], [3810, 1]]",1
"7.10-48,74,38,155,214,114+6","[[3890, 4], [3891, 2], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 2], [3654, 4], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 4], [3338, 2], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 3], [3178, 3], [3177, 2], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 3], [2851, 2], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 2], [2447, 3], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 3], [2363, 2], [2283, 3], [2282, 2], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 4], [1959, 2], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",1
"7.10-48,74,38,155,214,114+7","[[1641, 1], [1721, 1], [1801, 3], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 1], [2039, 3], [2038, 0], [2038, 4], [2039, 0], [2039, 4], [2040, 1], [2120, 4], [2121, 4], [2122, 1], [2202, 0], [2202, 4], [2203, 1], [2283, 4], [2284, 1], [2364, 0], [2364, 4], [2365, 4], [2366, 1], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 1], [2607, 4], [2608, 0], [2608, 4], [2609, 1], [2689, 4], [2690, 0], [2690, 1], [2770, 4], [2771, 4], [2772, 1], [2852, 0], [2852, 4], [2853, 4], [2854, 1], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 4], [3017, 1], [3097, 0], [3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 4], [3180, 1], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,155,214,114+8","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 3], [2932, 2], [2852, 0], [2852, 2], [2772, 3], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 3], [2363, 2], [2283, 2], [2203, 3], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",1
"7.10-48,74,38,155,214,114+9","[[1641, 1], [1721, 1], [1801, 3], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 3], [1958, 1], [2038, 0], [2038, 4], [2039, 0], [2039, 1], [2119, 4], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 1], [2282, 4], [2283, 1], [2363, 4], [2364, 0], [2364, 4], [2365, 4], [2366, 1], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 1], [2607, 4], [2608, 0], [2608, 4], [2609, 4], [2610, 1], [2690, 0], [2690, 1], [2770, 4], [2771, 4], [2772, 1], [2852, 0], [2852, 4], [2853, 1], [2933, 4], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 1], [3096, 4]]",1
"7.10-48,74,38,155,214,114+10","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,155,214,114+11","[[3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 3], [3177, 2]]",1
"7.10-48,74,38,155,214,114+12","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 1], [3259, 3], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 3], [3810, 1], [3890, 0], [3890, 3], [3889, 1], [3969, 0], [3969, 3], [3968, 1], [4048, 0], [4048, 4], [4049, 1], [4129, 0], [4129, 1], [4209, 4], [4210, 0], [4210, 4], [4211, 1], [4291, 0], [4291, 1]]",1
"7.10-48,74,38,155,214,114+13","[[4371, 2], [4291, 0], [4291, 3], [4290, 2], [4210, 0], [4210, 2], [4130, 3], [4129, 0], [4129, 3], [4128, 2], [4048, 0], [4048, 2], [3968, 4], [3969, 0], [3969, 2], [3889, 4], [3890, 0], [3890, 4], [3891, 2], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 2], [3654, 4], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 3], [3178, 3], [3177, 2]]",1
"7.10-48,74,38,155,214,114+14","[[3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0]]",1
"7.10-48,74,38,27,214,98+1","[[3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 2], [3349, 3], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.10-48,74,38,27,214,98+2","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 3], [3496, 1], [3576, 0], [3576, 3], [3575, 1], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 1], [3891, 3], [3890, 0], [3890, 3], [3889, 1], [3969, 0], [3969, 3], [3968, 1], [4048, 0], [4048, 4], [4049, 1], [4129, 0], [4129, 1], [4209, 4], [4210, 0], [4210, 4], [4211, 1], [4291, 0], [4291, 1]]",1
"7.10-48,74,38,27,214,98+3","[[4371, 2], [4291, 0], [4291, 3], [4290, 2], [4210, 0], [4210, 2], [4130, 3], [4129, 0], [4129, 2], [4049, 3], [4048, 0], [4048, 4], [4049, 2], [3969, 0], [3969, 2], [3889, 4], [3890, 0], [3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 4], [3338, 2], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 4], [3180, 1], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,27,214,98+4","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.10-48,74,38,27,214,98+5","[[3097, 2], [3017, 3], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 2], [2772, 3], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 2], [2609, 3], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 3], [2363, 2], [2283, 2], [2203, 3], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 2], [2040, 3], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 4], [1959, 2], [1879, 0], [1879, 4], [1880, 2], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",1
"7.10-48,74,38,27,214,98+6","[[1641, 0], [1641, 0], [1641, 0], [1641, 0], [1641, 0], [1641, 0], [1641, 1], [1721, 3], [1720, 1], [1800, 0], [1800, 3], [1799, 1], [1879, 0], [1879, 1], [1959, 3], [1958, 1], [2038, 0], [2038, 4], [2039, 0], [2039, 4], [2040, 1], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 4], [2203, 1], [2283, 4], [2284, 1], [2364, 0], [2364, 4], [2365, 1], [2445, 4], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 1], [2607, 4], [2608, 0], [2608, 4], [2609, 1], [2689, 4], [2690, 0], [2690, 4], [2691, 1], [2771, 1], [2851, 4], [2852, 0], [2852, 4], [2853, 1], [2933, 4], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 1], [3096, 4], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,27,214,98+7","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 3], [3177, 2], [3097, 0], [3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 2], [2772, 3], [2771, 2], [2691, 3], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 2], [2528, 3], [2527, 0], [2527, 2], [2447, 3], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 2], [2284, 3], [2283, 2], [2203, 3], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 3], [1957, 2], [1877, 0], [1877, 3], [1876, 2], [1796, 3], [1795, 3], [1794, 0], [1794, 2], [1714, 3], [1713, 3], [1712, 2], [1632, 3], [1631, 0], [1631, 3], [1630, 3], [1629, 2], [1549, 3]]",1
"7.10-48,74,38,27,214,98+8","[[1548, 4], [1549, 4], [1550, 1], [1630, 4], [1631, 0], [1631, 4], [1632, 1], [1712, 4], [1713, 4], [1714, 1], [1794, 0], [1794, 4], [1795, 4], [1796, 1], [1876, 4], [1877, 0], [1877, 1], [1957, 1], [2037, 4], [2038, 0], [2038, 4], [2039, 0], [2039, 4], [2040, 1], [2120, 4], [2121, 4], [2122, 1], [2202, 0], [2202, 4], [2203, 1], [2283, 4], [2284, 1], [2364, 0], [2364, 4], [2365, 1], [2445, 4], [2446, 0], [2446, 4], [2447, 1], [2527, 0], [2527, 4], [2528, 1], [2608, 0], [2608, 4], [2609, 1], [2689, 4], [2690, 0], [2690, 1], [2770, 4], [2771, 4], [2772, 1], [2852, 0], [2852, 4], [2853, 4], [2854, 1], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 1], [3096, 4]]",1
"7.10-48,74,38,27,214,98+9","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 3], [3337, 1], [3417, 0], [3417, 1], [3497, 0], [3497, 3], [3496, 1], [3576, 0], [3576, 3], [3575, 1], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 1], [3812, 3], [3811, 0], [3811, 1], [3891, 3], [3890, 0], [3890, 3], [3889, 1], [3969, 0], [3969, 3], [3968, 1], [4048, 0], [4048, 4], [4049, 1], [4129, 0], [4129, 1], [4209, 4], [4210, 0], [4210, 4], [4211, 1], [4291, 0], [4291, 1]]",1
"7.10-48,74,38,27,214,98+10","[[4371, 2], [4291, 0], [4291, 2], [4211, 3], [4210, 0], [4210, 2], [4130, 3], [4129, 0], [4129, 2], [4049, 3], [4048, 0], [4048, 2], [3968, 4], [3969, 0], [3969, 2], [3889, 4], [3890, 0], [3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 3], [3178, 3], [3177, 2]]",1
"7.10-48,74,38,27,214,98+11","[[3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,27,214,98+12","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 3], [2851, 2], [2771, 2], [2691, 3], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 2], [2284, 3], [2283, 3], [2282, 2], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 4], [1721, 2]]",1
"7.10-48,74,38,27,214,98+13","[[1641, 1], [1721, 1], [1801, 3], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 1], [2039, 3], [2038, 0], [2038, 4], [2039, 0], [2039, 4], [2040, 1], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 1], [2282, 4], [2283, 1], [2363, 4], [2364, 0], [2364, 4], [2365, 1], [2445, 4], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 4], [2528, 1], [2608, 0], [2608, 4], [2609, 4], [2610, 1], [2690, 0], [2690, 1], [2770, 4], [2771, 4], [2772, 1], [2852, 0], [2852, 4], [2853, 1], [2933, 4], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 1], [3096, 4], [3097, 0], [3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 4], [3180, 1], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,74,38,27,214,98+14","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 3], [2932, 2], [2852, 0], [2852, 2], [2772, 3], [2771, 2], [2691, 3], [2690, 0], [2690, 3], [2689, 2], [2609, 3], [2608, 0], [2608, 2], [2528, 3], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 3], [2363, 2], [2283, 2], [2203, 3], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 2], [2040, 3], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 4], [1880, 2], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",1
"7.10-164,220,240,144,185,104+1","[[4371, 2], [4291, 0], [4291, 2], [4211, 3], [4210, 0], [4210, 3], [4209, 2], [4129, 0], [4129, 2], [4049, 3], [4048, 0], [4048, 2], [3968, 4], [3969, 0], [3969, 2], [3889, 4]]",1
"7.10-164,220,240,144,185,104+2","[[3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 3], [2851, 2], [2771, 2], [2691, 3], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 2], [2365, 3], [2364, 0], [2364, 3], [2363, 2], [2283, 3], [2282, 2], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 4], [1959, 2], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",1
"7.10-164,220,240,144,185,104+3","[[1641, 1], [1721, 3], [1720, 1], [1800, 0], [1800, 3], [1799, 1], [1879, 0], [1879, 1], [1959, 1], [2039, 3], [2038, 0], [2038, 4], [2039, 0], [2039, 4], [2040, 1], [2120, 4], [2121, 4], [2122, 1], [2202, 0], [2202, 1], [2282, 4], [2283, 1], [2363, 4], [2364, 0], [2364, 4], [2365, 1], [2445, 4], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 1], [2607, 4], [2608, 0], [2608, 4], [2609, 4], [2610, 1], [2690, 0], [2690, 4], [2691, 1], [2771, 1], [2851, 4], [2852, 0], [2852, 4], [2853, 1], [2933, 4], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 4], [3017, 1], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 3], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 1], [3891, 3], [3890, 0], [3890, 3], [3889, 1], [3969, 0], [3969, 3], [3968, 1], [4048, 0], [4048, 4], [4049, 1], [4129, 0], [4129, 4], [4130, 1], [4210, 0], [4210, 4], [4211, 1], [4291, 0], [4291, 1]]",1
"7.10-164,220,240,144,185,104+4","[[4371, 2], [4291, 0], [4291, 3], [4290, 2], [4210, 0], [4210, 2], [4130, 3], [4129, 0], [4129, 3], [4128, 2], [4048, 0], [4048, 2], [3968, 4], [3969, 0], [3969, 4], [3970, 2]]",1
"7.10-164,220,240,144,185,104+5","[[3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 3], [3889, 1], [3969, 0], [3969, 3], [3968, 1], [4048, 0], [4048, 1], [4128, 4], [4129, 0], [4129, 1], [4209, 4], [4210, 0], [4210, 1], [4290, 4], [4291, 0], [4291, 1], [4371, 0], [4371, 4], [4372, 0], [4372, 1], [4452, 1], [4532, 0], [4532, 0], [4532, 4], [4533, 0], [4533, 4], [4534, 0], [4534, 4], [4535, 0], [4535, 4], [4536, 0], [4536, 2], [4456, 4], [4457, 0], [4457, 4], [4458, 0], [4458, 4], [4459, 2], [4379, 4], [4380, 0], [4380, 4], [4381, 2], [4301, 0], [4301, 4], [4302, 2]]",1
